AD,CAD,Ward,AG,Age,GN,Gender,NH,CH,CH_YN,PT,Pets,DG,CT,NumPets,DGO,CTO,PetOut,YUP,RO,Rent_Own,IC,Income,Income_Coll,DGR,Degree,Edu_Coll,NS,MM,MMT,DC,ConcernScore,DL,DK,MG,LK,PM,SK,KS,KSP,GAT21,GAT2021,GATPr,GATPrev,GATSm,NumSummers,Summ1,Summ2,Summ3,Summ4,Summ5,New GAT,CHM,CHMN,EC,EmptyConts,ECT,UD,Dunks,FP,KnowUPProg,UPD,WhatProgDo (Overall Score),Did They Check GAT?,BCI,BlockCapInt,BCH,BlockCapHelp,PE,PF,EffectFavScore,PC,OCT,IMC,IMC_Score,GATNo,NoGATReason,GATNoT,TOD,TimeOut,AOD,OutAct,OutActA,OutActB,OutActC,OutActD,OutActE,OutActF,OutActG,OutActH,NumOut,AODT,OOD,OtherOutA,OtherOutB,OtherOutC,OtherOutD,OtherOutE,OtherOutF,OtherOutG,NumOtherOut,OODT,UPF,KN,IN,IN_Coll,Gift card email,Other comments
,,,65+,4,Female,2,2,0,No,Yes,1,1,1,2,1,1,2,8,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,5,10,"West Nile, malaria",1,Wet environments,1,Brown mosquito,0,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Yes, regularly",1,,Yes,1,Somewhat,1,"Chemical-spraying,Mosquito monitoring,Block-captain organizing",0,,Yes,2,Somewhat,1,2,4,6,"Town-wide chemical spray,Battery-powered or active traps",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not think it works,It does not fully eliminate mosquitoes from the yard",I do not think it works,,4 -6 hours,5,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Hiking,Fishing,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Hiking,Fishing,Camping or backpacking,Outdoor-focused travel ,Other outdoor activities ",Hiking,Fishing,Camping or backpacking,Outdoor-focused travel,Other outdoor activities,,5,"Outdoor concerts, picnics ",Yes,Yes,Daily,Daily,,
,,,35 - 50,2,Male,1,2,0,No,No,0,,,0,,,0,1,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,3,My backyard,,2,5,"West Nile, maybe lyme (mostly ticks). The big disease I think of from mosquitoes is more from an African trip (Malaria). ",1,In standing water and wherever they live once they fly away. I don't know where they go/live.,1,I can't name any mosquito types at all!,0,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Yes, regularly",1,,No,0,No,0,,1,,No,0,,#N/A,3,3,6,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes,Other (please describe)",More awareness/resource materials. I have only lived here since August 2020 and was barely aware of this.,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,Not intereted yet,Other,I haven't sought to actively control mosquitoes in my first summer in Univ. Park. I might try this next year.,2 - 4 hours,3,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Birding,Hiking,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Birding,Hiking,Outdoor-focused travel ,Other outdoor activities ",Birding,Hiking,Outdoor-focused travel,Other outdoor activities,,,4,"Running, biking, and skiing",Yes,Yes,Monthly,Monthly or less,,
,,,35 - 50,2,Female,2,4,2,Yes,No,0,,,0,,,0,11,Own,2,"$150,000 - $200,000",4,#N/A,Bachelor's Degree,4,Bachelor's degree or less,4,My backyard,,2,6,"West Nile Virus, Zika",1,Standing water,1,Asian Tiger Mosquito (not 100% sure),1,3,,Yes,1,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Yes, regularly",1,,No,0,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Somewhat,1,2,4,6,Other (please describe),Introduction of sterile male mosquitos.,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,NA (I have a GAT),,,6- 8 hours,7,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Play with or supervise children playing outdoors,Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Play with or supervise children playing outdoors,Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,6,,"Birding,Hiking,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Birding,Hiking,Camping or backpacking,Outdoor-focused travel ,Other outdoor activities ",Birding,Hiking,Camping or backpacking,Outdoor-focused travel,Other outdoor activities,,5,"Soccer, swimming",Yes,Yes,Daily,Daily,,
,,,50 - 65,3,Female,2,2,0,No,No,0,,,0,,,0,17,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,4,9,West nile virus,1,"standing water, even just a tiny bit",1,Asian tiger mosquito,1,3,,Yes,1,Yes,1,"2,017,201,820,192,020",4,2017,2018,2019,2020,,No,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Yes,2,3,5,8,"Battery-powered or active traps,More volunteers to assist residents with mosquito control in their yards,More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,NA (I have a GAT),,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Gardening,Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Sitting in an outdoor space,such as a patio or porch,,,,,4,,"Hiking,Kayaking, canoeing, or other water sports,Outdoor-focused travel (such as visiting National Parks)","Hiking,Kayaking, canoeing, or other water sports,Outdoor-focused travel ",Hiking,Kayaking,canoeing,or other water sports,Outdoor-focused travel,,5,,Yes,Yes,Daily,Daily,,
,,,50 - 65,3,Female,2,2,0,No,Yes,1,1,,1,1,,1,30,Own,2,"$100,000 - $150,000",3,"$100,000 - $200,000",Graduate degree or professional degree,5,Graduate degree or professional degree,4,My backyard,,3,7,West Nile virus,1,standing water,1,Asian tiger mosquito,1,3,,No,0,Yes,1,"20,182,019",2,2018,2019,,,,Yes,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,Yes,2,2,4,6,"Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not think it works,I do not want to maintain it,It does not fully eliminate mosquitoes from the yard",I do not think it works,,1 - 2 hours,2,"Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Exercise ,Sitting in an outdoor space, such as a patio or porch",Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,,3,,"Hiking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Outdoor-focused travel ",Hiking,Outdoor-focused travel,,,,,2,,Yes,Yes,Weekly,Weekly,,
,,,65+,4,Male,1,2,0,No,No,0,,,0,,,0,30,Own,2,"$100,000 - $150,000",3,"$100,000 - $200,000",Graduate degree or professional degree,5,Graduate degree or professional degree,2,"Around town (not in a specific location, but not when I am in my own yard)",,5,7,"malaria, lyme disease, ",0,In standing water,1,aedes egypti,0,1,,No,0,Yes,1,"2,017,201,820,192,020",4,2017,2018,2019,2020,,No,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,No,0,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,Yes,2,4,5,9,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,NA (I have a GAT),,,4 -6 hours,5,"Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Exercise ,Sitting in an outdoor space, such as a patio or porch",Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,,3,,"Hiking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Outdoor-focused travel ",Hiking,Outdoor-focused travel,,,,,2,,Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Male,1,3,1,Yes,Yes,1,2,2,4,2,2,4,10,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,2,7,west nile,1,water,1,tiger,1,3,,Yes,1,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,No,0,Somewhat,1,Door-to-door canvassing,1,,Yes,2,Somewhat,1,3,4,7,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,They make being outside unpleasant,1,NA (I have a GAT),,,More than 8 hours per week,9,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Play with or supervise children playing outdoors,Landscaping ,Exercise ,Sitting in an outdoor space, such as a patio or porch",Play with or supervise children playing outdoors,Landscaping,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Hiking,Other outdoor activities (please describe)","Hiking,Other outdoor activities ",Hiking,Other outdoor activities,,,,,2,,Yes,Yes,Daily,Daily,,
,,,65+,4,Female,2,2,0,No,Yes,1,1,2,3,1,0,1,32,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,3,8,I don't know,0,standing water,1,Asian tiger,1,2,,No,0,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,Sometimes,#N/A,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Yes,2,3,5,8,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,,,,4 -6 hours,5,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood)","Landscaping ,Gardening,Exercise ",Landscaping,Gardening,Exercise,,,,,,3,,"Hiking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Outdoor-focused travel ",Hiking,Outdoor-focused travel,,,,,2,,Yes,Somewhat,Weekly,Weekly,,
,,,50 - 65,3,Female,2,2,0,No,Yes,1,0,2,2,0,0,0,7,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,4,My backyard,,3,7,Malaria,0,Standing water,1,Tiger,1,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Yes, regularly",1,,No,0,Yes,2,"Print education,In-person education,Door-to-door canvassing",1,,No,0,,#N/A,3,5,8,"Battery-powered or active traps,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,Don't know what it is,I do not know what it is,Unaware of them,2 - 4 hours,3,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home)","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,"Birding,Hiking,Fishing,Kayaking, canoeing, or other water sports","Birding,Hiking,Fishing,Kayaking, canoeing, or other water sports",Birding,Hiking,Fishing,Kayaking,canoeing,or other water sports,6,,Yes,Somewhat,Weekly,Weekly,,
,,,18 - 35,1,Male,1,2,0,No,No,0,,,0,,,0,4,Own,2,"$100,000 - $150,000",3,"$100,000 - $200,000",Graduate degree or professional degree,5,Graduate degree or professional degree,3,Other (please describe),"Hard to say, because # of bites is related to amount of time spent in a single location. I get bitten more in my yard, but also spend more time in my yard. However, I sometimes do get bitten around town.",4,7,,0,,0,,0,0,,,0,,0,,#N/A,#VALUE!,,,,,#VALUE!,,1,,#N/A,,,#N/A,,#N/A,,1,,,#N/A,,#N/A,,,0,,,,0,,,,,#N/A,,,,,,,,,,,1,,,,#VALUE!,,,,,,1,,,,,#N/A,,
,,,35 - 50,2,Female,2,3,1,Yes,Yes,1,,,0,,,0,,,#N/A,,#N/A,#N/A,,#N/A,#N/A,,,,,0,,0,,0,,0,0,,,0,,0,,#N/A,#VALUE!,,,,,#VALUE!,,1,,#N/A,,,#N/A,,#N/A,,1,,,#N/A,,#N/A,,,0,,,,0,,,,,#N/A,,,,,,,,,,,1,,,,#VALUE!,,,,,,1,,,,,#N/A,,
,,,35 - 50,2,Female,2,4,2,Yes,No,0,,,0,,,0,11,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,5,"Around town (not in a specific location, but not when I am in my own yard)",,4,9,,0,,0,,0,0,,,0,,0,,#N/A,#VALUE!,,,,,#VALUE!,,1,,#N/A,,,#N/A,,#N/A,,1,,,#N/A,,#N/A,,,0,,,,0,,,,,#N/A,,,,,,,,,,,1,,,,#VALUE!,,,,,,1,,,,,#N/A,,
,,,50 - 65,3,Male,1,2,1,Yes,No,0,,,0,,,0,,,#N/A,,#N/A,#N/A,,#N/A,#N/A,,,,,0,,0,,0,,0,0,,,0,,0,,#N/A,#VALUE!,,,,,#VALUE!,,1,,#N/A,,,#N/A,,#N/A,,1,,,#N/A,,#N/A,,,0,,,,0,,,,,#N/A,,,,,,,,,,,1,,,,#VALUE!,,,,,,1,,,,,#N/A,,
,,,50 - 65,3,Female,2,4,1,Yes,Yes,1,,,0,,,0,,,#N/A,,#N/A,#N/A,,#N/A,#N/A,,,,,0,,0,,0,,0,0,,,0,,0,,#N/A,#VALUE!,,,,,#VALUE!,,1,,#N/A,,,#N/A,,#N/A,,1,,,#N/A,,#N/A,,,0,,,,0,,,,,#N/A,,,,,,,,,,,1,,,,#VALUE!,,,,,,1,,,,,#N/A,,
,,,65+,4,Male,1,1,0,No,No,0,,,0,,,0,21,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,5,10,"Zika virus, West Nile virus, Chikungunya virus, dengue and malaria",1,standing water,1,Asian Tiger,,3,,No,0,Yes,1,2019,1,2019,,,,,Yes,Yes,1,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Not sure,1,,#N/A,2,3,5,Town-wide chemical spray,,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not want to maintain it,It does not fully eliminate mosquitoes from the yard",I do not want to maintain it,,4 -6 hours,5,"Landscaping (such as lawn mowing),Gardening,Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home)","Landscaping ,Gardening,Sitting in an outdoor space, such as a patio or porch,Home improvement projects ",Landscaping,Gardening,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,,5,,"Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Outdoor-focused travel ,Other outdoor activities ",Outdoor-focused travel,Other outdoor activities,,,,,2,sports,Yes,Yes,Daily,Daily,,
